articleA,articleB,urlA,urlB,editorialOverlap,samePrimaryCluster,sharedClusters,metadataSimilarity,overallBodySimilarity,bodyCosine,bodyJaccard,introductionSimilarity,headingSequenceSimilarity,articleStructureSimilarity,faqSimilarity,conclusionSimilarity,examplesSimilarity,exercisesSimilarity,ngram5Overlap,exactDuplicatedSentenceCount,nearDuplicatedParagraphCount,sharedPracticeLanguage,sharedConclusionLanguage,overlapCausedByNecessaryDoctrine,overlapCausedByAvoidableGenericProse
eightfold-path-explained,mindfulness-morning-routine,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/mindfulness-morning-routine/,Low,false,,0.058,0.142,0.332,0.148,0.048,0.062,0.4,0.139,0,0.086,0.36,0,0,0,true,false,false,false
eightfold-path-explained,buddhist-teachings-on-impermanence,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,Low,false,,0.101,0.122,0.26,0.19,0.037,0.07,0.4,0.063,0,0.071,0.316,0,0,0,true,false,false,false
eightfold-path-explained,walking-meditation-step-by-step,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/walking-meditation-step-by-step/,Low,false,,0.047,0.148,0.336,0.146,0.033,0.071,0.4,0.209,0,0.1,0.418,0,0,0,true,false,false,false
eightfold-path-explained,buddhist-approach-to-anger,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/buddhist-approach-to-anger/,Low,false,,0.083,0.126,0.281,0.173,0.034,0.057,0.4,0.099,0,0.046,0.296,0.001,0,0,false,false,false,false
eightfold-path-explained,mindfulness-for-better-sleep,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/mindfulness-for-better-sleep/,Low,false,,0.051,0.126,0.261,0.153,0.044,0.065,0.4,0.179,0,0.013,0.264,0,0,0,false,false,false,false
eightfold-path-explained,how-to-practice-non-attachment,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/how-to-practice-non-attachment/,Low,false,,0.06,0.135,0.32,0.156,0.033,0.062,0.4,0.097,0,0.111,0.339,0,0,0,true,false,false,false
eightfold-path-explained,beginning-a-daily-mindfulness-practice,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,Low,false,,0.108,0.17,0.387,0.175,0.1,0.058,0.4,0.163,0,0,0.47,0,0,0,true,false,false,false
eightfold-path-explained,compassion-as-a-daily-discipline,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,Low,false,,0.086,0.161,0.329,0.218,0.066,0.088,0.4,0.181,0,0.057,0.408,0.001,0,0,true,false,false,false
eightfold-path-explained,letting-go-without-giving-up,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/letting-go-without-giving-up/,Low,false,,0.01,0.141,0.315,0.186,0.053,0.062,0.4,0.105,0,0.043,0.343,0,0,0,true,false,false,false
eightfold-path-explained,three-ways-to-practice-patience,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/three-ways-to-practice-patience/,Low,false,,0.043,0.144,0.325,0.188,0.052,0.056,0.4,0.103,0,0,0.422,0.001,0,0,true,false,false,false
eightfold-path-explained,mindful-listening-in-everyday-life,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,Low,false,,0.03,0.152,0.363,0.177,0.052,0.06,0.4,0.089,0,0.125,0.403,0,0,0,true,false,false,false
eightfold-path-explained,creating-a-peaceful-corner-at-home,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,Low,false,,0.028,0.122,0.254,0.133,0.067,0.06,0.4,0.167,0,0.079,0.328,0,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,what-is-buddhism-beginner-guide,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,Low,false,,0.252,0.183,0.384,0.211,0.106,0.056,0.4,0.254,0,0.086,0.358,0.001,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,four-noble-truths-explained-simply,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/four-noble-truths-explained-simply/,Low,false,,0.071,0.185,0.374,0.22,0.128,0.076,0.4,0.22,0,0,0.296,0.002,0,0,false,false,false,false
how-to-let-go-of-attachment-in-buddhism,noble-eightfold-path-practical-guide,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,Low,false,,0.082,0.114,0.258,0.148,0.073,0.029,0.4,0.062,0,0,0.366,0,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,impermanence-in-buddhism-letting-go,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,Low,false,"Attachment, Non-attachment, and Letting Go",0.356,0.213,0.457,0.226,0.145,0.097,0.4,0.206,0,0.02,0.322,0.003,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,compassion-in-buddhism-beginner-guide,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,Low,false,,0.342,0.156,0.325,0.171,0.086,0.085,0.4,0.192,0,0,0.357,0,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,how-to-meditate-for-beginners,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/how-to-meditate-for-beginners/,Low,false,,0.093,0.099,0.228,0.141,0.039,0.027,0.4,0.05,0,0.038,0.312,0.001,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,mindfulness-of-breathing-guide,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,Low,false,,0.149,0.118,0.251,0.145,0.105,0.039,0.4,0.063,0,0.039,0.305,0.001,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,loving-kindness-meditation-guide,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/loving-kindness-meditation-guide/,Low,false,,0.033,0.12,0.294,0.158,0,0.062,0.4,0.061,0,0,0.346,0.001,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,dhammapada-reflection-what-we-think,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,Low,false,,0.092,0.133,0.282,0.186,0.056,0.067,0.4,0.106,0,0.027,0.257,0,0,0,false,false,false,false
how-to-let-go-of-attachment-in-buddhism,dhammapada-reflection-trained-mind,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,Low,false,,0.082,0.14,0.335,0.153,0.041,0.076,0.4,0.089,0,0.048,0.379,0,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,eightfold-path-explained,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/eightfold-path-explained/,Low,false,,0.074,0.126,0.278,0.186,0.009,0.091,1,0.074,0,0.07,0.381,0.002,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,how-to-let-go-of-attachment-in-buddhism,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,Self,true,"Attachment, Non-attachment, and Letting Go",1,1,1,1,1,1,1,1,1,1,1,1,53,0,true,true,false,false
how-to-let-go-of-attachment-in-buddhism,right-speech-buddhism,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/right-speech-buddhism/,Low,false,,0.183,0.12,0.244,0.154,0.08,0.094,1,0.058,0,0.029,0.367,0.002,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,buddhist-wisdom-for-overthinking,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,Low,false,,0.126,0.167,0.329,0.181,0.152,0.092,1,0.166,0,0,0.373,0.003,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,impermanence-in-buddhism,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/impermanence-in-buddhism/,Low,false,,0.262,0.212,0.446,0.247,0.144,0.107,1,0.176,0,0.038,0.375,0.003,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,what-is-karma-in-buddhism,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/what-is-karma-in-buddhism/,Low,false,,0.113,0.136,0.304,0.146,0.07,0.063,0.4,0.132,0,0.014,0.315,0.001,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,four-noble-truths-explained,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/four-noble-truths-explained/,Low,false,,0.126,0.171,0.353,0.216,0.061,0.065,0.4,0.26,0,0,0.247,0.002,0,0,false,false,false,false
how-to-let-go-of-attachment-in-buddhism,mindfulness-vs-meditation,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/mindfulness-vs-meditation/,Low,false,,0.184,0.129,0.278,0.148,0.123,0.054,0.4,0.04,0,0,0.377,0.002,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,buddhist-teachings-on-forgiveness,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,Low,false,,0.182,0.17,0.346,0.194,0.15,0.103,0.4,0.106,0,0,0.396,0.002,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,metta-meditation-script,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/metta-meditation-script/,Low,false,,0.034,0.14,0.322,0.17,0.061,0.053,0.4,0.092,0,0.029,0.402,0.002,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,buddhism-for-beginners-simple-guide,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,Low,false,,0.229,0.169,0.373,0.178,0.07,0.053,0.4,0.241,0,0,0.44,0.001,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,how-to-meditate-for-anxiety,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,Low,false,,0.034,0.12,0.301,0.155,0,0.036,0.4,0.086,0,0,0.405,0,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,loving-kindness-meditation-beginners,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,Low,false,,0.015,0.131,0.31,0.155,0.076,0.035,0.4,0.054,0,0.062,0.333,0,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,eightfold-path-explained-daily-life,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,Low,false,,0.081,0.12,0.268,0.143,0.072,0.047,0.4,0.076,0,0.047,0.282,0,0,0,false,false,false,false
how-to-let-go-of-attachment-in-buddhism,mindfulness-morning-routine,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/mindfulness-morning-routine/,Low,false,,0.058,0.104,0.261,0.118,0.016,0.04,0.4,0.056,0,0,0.364,0,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,buddhist-teachings-on-impermanence,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,Low,false,,0.127,0.184,0.378,0.217,0.165,0.067,0.4,0.151,0,0.022,0.297,0,0,0,false,false,false,false
how-to-let-go-of-attachment-in-buddhism,walking-meditation-step-by-step,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/walking-meditation-step-by-step/,Low,false,,0.027,0.105,0.234,0.141,0.044,0.047,0.4,0.068,0,0.064,0.315,0,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,buddhist-approach-to-anger,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/buddhist-approach-to-anger/,Low,false,,0.116,0.107,0.218,0.15,0.061,0.034,0.4,0.119,0,0.036,0.209,0,0,0,false,false,false,false
how-to-let-go-of-attachment-in-buddhism,mindfulness-for-better-sleep,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/mindfulness-for-better-sleep/,Low,false,,0.164,0.123,0.244,0.14,0.133,0.052,0.4,0.089,0,0.101,0.301,0,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,how-to-practice-non-attachment,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/how-to-practice-non-attachment/,Low,true,"Attachment, Non-attachment, and Letting Go",0.209,0.257,0.567,0.228,0.224,0.059,0.4,0.286,0,0.054,0.482,0.001,0,0,true,false,true,false
how-to-let-go-of-attachment-in-buddhism,beginning-a-daily-mindfulness-practice,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,Low,false,,0.188,0.123,0.299,0.145,0.06,0.035,0.4,0.047,0,0,0.429,0.001,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,compassion-as-a-daily-discipline,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,Low,false,,0.131,0.14,0.315,0.168,0.035,0.074,0.4,0.142,0,0,0.356,0,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,letting-go-without-giving-up,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/letting-go-without-giving-up/,Low,true,"Attachment, Non-attachment, and Letting Go",0.251,0.243,0.51,0.227,0.214,0.037,0.4,0.364,0,0.068,0.417,0.001,0,0,true,false,true,false
how-to-let-go-of-attachment-in-buddhism,three-ways-to-practice-patience,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/three-ways-to-practice-patience/,Low,false,,0.151,0.146,0.315,0.184,0.105,0.051,0.4,0.09,0,0,0.422,0,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,mindful-listening-in-everyday-life,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,Low,false,,0.105,0.122,0.262,0.154,0.07,0.056,0.4,0.099,0,0.05,0.337,0.001,0,0,true,false,false,false
how-to-let-go-of-attachment-in-buddhism,creating-a-peaceful-corner-at-home,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,Low,false,,0.032,0.098,0.242,0.108,0.036,0.036,0.4,0.042,0,0,0.378,0,0,0,true,false,false,false
right-speech-buddhism,what-is-buddhism-beginner-guide,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,Low,false,,0.333,0.175,0.366,0.204,0.13,0.061,0.4,0.184,0,0.171,0.471,0,0,0,true,false,false,false
right-speech-buddhism,four-noble-truths-explained-simply,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/four-noble-truths-explained-simply/,Low,false,,0.07,0.109,0.227,0.15,0.064,0.06,0.4,0.064,0,0,0.284,0,0,0,false,false,false,false
right-speech-buddhism,noble-eightfold-path-practical-guide,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,Low,false,,0.178,0.249,0.547,0.187,0.177,0.045,0.4,0.453,0,0.135,0.477,0,0,0,true,false,false,false
right-speech-buddhism,impermanence-in-buddhism-letting-go,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,Low,false,,0.231,0.098,0.184,0.137,0.094,0.065,0.4,0.042,0,0.103,0.212,0,0,0,false,false,false,false
right-speech-buddhism,compassion-in-buddhism-beginner-guide,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,Low,false,,0.292,0.156,0.318,0.208,0.111,0.051,0.4,0.152,0,0.045,0.459,0.001,0,0,true,false,false,false
right-speech-buddhism,how-to-meditate-for-beginners,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/how-to-meditate-for-beginners/,Low,false,,0.101,0.094,0.193,0.144,0.072,0.024,0.4,0.043,0,0.05,0.214,0,0,0,false,false,false,false
right-speech-buddhism,mindfulness-of-breathing-guide,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,Low,false,,0.081,0.09,0.189,0.139,0.043,0.036,0.4,0.052,0,0.026,0.231,0,0,0,false,false,false,false
right-speech-buddhism,loving-kindness-meditation-guide,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/loving-kindness-meditation-guide/,Low,false,,0.066,0.142,0.3,0.182,0.111,0.067,0.4,0.067,0,0,0.319,0,0,0,true,false,false,false
right-speech-buddhism,dhammapada-reflection-what-we-think,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,Low,false,,0.012,0.141,0.29,0.192,0.092,0.061,0.4,0.103,0,0,0.362,0.001,0,0,true,false,false,false
right-speech-buddhism,dhammapada-reflection-trained-mind,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,Low,false,,0.011,0.124,0.245,0.154,0.061,0.07,0.4,0.175,0,0.032,0.395,0,0,0,true,false,false,false
right-speech-buddhism,eightfold-path-explained,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/eightfold-path-explained/,Low,false,,0.407,0.274,0.541,0.209,0.308,0.183,1,0.3,0,0.148,0.499,0.002,0,0,true,false,false,false
right-speech-buddhism,how-to-let-go-of-attachment-in-buddhism,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,Low,false,,0.183,0.12,0.244,0.154,0.08,0.094,1,0.058,0,0.029,0.367,0.002,0,0,true,false,false,false
