cluster_id,url_a,url_b,page_family_a,page_family_b,topic_cluster,title_token_overlap,heading_overlap,primary_intent_a,primary_intent_b,review_flag
TI-0397,https://echobuddha.com/learn/buddhist-dictionary/compassion/,https://echobuddha.com/learn/buddhist-dictionary/sutta/,DICTIONARY_ENTRY,DICTIONARY_ENTRY,Compassion ↔ Sutta Study,0.375,0.5,glossary lookup,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0398,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,https://echobuddha.com/learn/buddhist-dictionary/sutta/,DICTIONARY_ENTRY,DICTIONARY_ENTRY,Mindfulness ↔ Sutta Study,0.375,0.5,glossary lookup,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0399,https://echobuddha.com/meditation/10-minute-meditation-practice/,https://echobuddha.com/meditation/meditation-posture-for-beginners/,MEDITATION_GUIDE,MEDITATION_GUIDE,Meditation,0.375,0.5,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0400,https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,BUDDHISM_101,BUDDHISM_101,Beginner Buddhism ↔ Mindfulness,0.375,0.4444,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0401,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,BUDDHISM_101,BUDDHISM_101,Karma ↔ Mindfulness,0.375,0.4444,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0402,https://echobuddha.com/meditation/5-minute-meditation-practice/,https://echobuddha.com/meditation/meditation-posture-for-beginners/,MEDITATION_GUIDE,MEDITATION_GUIDE,Meditation,0.375,0.4118,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0403,https://echobuddha.com/articles/buddhist-approach-to-anger/,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,ARTICLE,ARTICLE,Anger ↔ Compassion,0.375,0.4048,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0404,https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,ARTICLE,ARTICLE,Impermanence ↔ Compassion,0.375,0.4,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0405,https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,BUDDHISM_101,BUDDHISM_101,Beginner Buddhism ↔ Impermanence,0.375,0.4,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0406,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,BUDDHISM_101,BUDDHISM_101,Impermanence ↔ Karma,0.375,0.4,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0407,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/how-to-practice-non-attachment/,ARTICLE,ARTICLE,Attachment and Letting Go,0.375,0.3846,practical guide,comparison,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0408,https://echobuddha.com/meditation/breathing-meditation/,https://echobuddha.com/meditation/when-meditation-feels-hard/,MEDITATION_GUIDE,MEDITATION_GUIDE,Meditation,0.375,0.35,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0409,https://echobuddha.com/meditation/loving-kindness-meditation/,https://echobuddha.com/meditation/when-meditation-feels-hard/,MEDITATION_GUIDE,MEDITATION_GUIDE,Compassion ↔ Meditation,0.375,0.35,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0410,https://echobuddha.com/meditation/walking-meditation/,https://echobuddha.com/meditation/when-meditation-feels-hard/,MEDITATION_GUIDE,MEDITATION_GUIDE,Meditation,0.375,0.35,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0411,https://echobuddha.com/articles/how-to-practice-non-attachment/,https://echobuddha.com/articles/three-ways-to-practice-patience/,ARTICLE,ARTICLE,Attachment and Letting Go ↔ Patience,0.375,0.3171,comparison,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0412,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,https://echobuddha.com/articles/how-to-practice-non-attachment/,ARTICLE,ARTICLE,Compassion ↔ Attachment and Letting Go,0.375,0.3095,practical guide,comparison,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0413,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,https://echobuddha.com/learn/buddhist-dictionary/sati/,BUDDHISM_101,DICTIONARY_ENTRY,Mindfulness,0.375,0.1429,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0414,https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,https://echobuddha.com/learn/buddhist-dictionary/sutta/,BUDDHISM_101,DICTIONARY_ENTRY,Beginner Buddhism ↔ Sutta Study,0.375,0.1053,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0415,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,ARTICLE,BUDDHISM_101,Mindfulness,0.375,0.0857,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0416,https://echobuddha.com/articles/how-to-practice-non-attachment/,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,ARTICLE,BUDDHISM_101,Attachment and Letting Go ↔ Page-specific / unclustered,0.375,0.0833,comparison,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0417,https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,ARTICLE,BUDDHISM_101,Impermanence ↔ Page-specific / unclustered,0.375,0.0811,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0418,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,ARTICLE,BUDDHISM_101,Mindfulness,0.375,0.0789,comparison,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0419,https://echobuddha.com/articles/buddhist-approach-to-anger/,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,ARTICLE,BUDDHISM_101,Anger ↔ Page-specific / unclustered,0.375,0.075,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0420,https://echobuddha.com/articles/impermanence-in-buddhism/,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,ARTICLE,BUDDHISM_101,Impermanence,0.375,0.0667,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0421,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,BUDDHISM_101,QUOTE_STORY,Mindfulness,0.375,0.0357,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0422,https://echobuddha.com/articles/walking-meditation-step-by-step/,https://echobuddha.com/meditation/5-minute-meditation-practice/,ARTICLE,MEDITATION_GUIDE,Meditation,0.375,0.0263,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0423,https://echobuddha.com/articles/walking-meditation-step-by-step/,https://echobuddha.com/meditation/meditation-for-beginners/,ARTICLE,MEDITATION_GUIDE,Meditation,0.375,0.0256,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0424,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,https://echobuddha.com/meditation/mindfulness-in-daily-life/,ARTICLE,MEDITATION_GUIDE,Right Speech ↔ Mindfulness,0.375,0.025,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0425,https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,https://echobuddha.com/learn/buddhism-101/,ARTICLE,BUDDHISM_101,Beginner Buddhism ↔ Page-specific / unclustered,0.375,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0426,https://echobuddha.com/articles/buddhist-approach-to-anger/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,ARTICLE,DICTIONARY_ENTRY,Anger ↔ Compassion,0.375,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0427,https://echobuddha.com/articles/buddhist-approach-to-anger/,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,ARTICLE,DICTIONARY_ENTRY,Anger ↔ Mindfulness,0.375,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0428,https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,https://echobuddha.com/learn/buddhist-resources/,ARTICLE,LEARN_GUIDE,Attachment and Letting Go ↔ Page-specific / unclustered,0.375,0,educational explanation,script,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0429,https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,ARTICLE,DICTIONARY_ENTRY,Impermanence ↔ Compassion,0.375,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0430,https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,ARTICLE,DICTIONARY_ENTRY,Impermanence ↔ Mindfulness,0.375,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0431,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,https://echobuddha.com/meditation/10-minute-meditation-practice/,ARTICLE,MEDITATION_GUIDE,Compassion ↔ Meditation,0.375,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0432,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,https://echobuddha.com/meditation/5-minute-meditation-practice/,ARTICLE,MEDITATION_GUIDE,Compassion ↔ Meditation,0.375,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0433,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,https://echobuddha.com/meditation/mindfulness-in-daily-life/,ARTICLE,MEDITATION_GUIDE,Compassion ↔ Mindfulness,0.375,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0434,https://echobuddha.com/articles/compassion-with-boundaries/,https://echobuddha.com/learn/buddhist-resources/,ARTICLE,LEARN_GUIDE,Compassion ↔ Page-specific / unclustered,0.375,0,practical guide,script,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0435,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,https://echobuddha.com/meditation/10-minute-meditation-practice/,ARTICLE,MEDITATION_GUIDE,Meditation,0.375,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0436,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,https://echobuddha.com/meditation/5-minute-meditation-practice/,ARTICLE,MEDITATION_GUIDE,Meditation,0.375,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0437,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,https://echobuddha.com/meditation/meditation-for-beginners/,ARTICLE,MEDITATION_GUIDE,Meditation,0.375,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0438,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/learn/buddhist-dictionary/sutta/,ARTICLE,DICTIONARY_ENTRY,Attachment and Letting Go ↔ Sutta Study,0.375,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0439,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/learn/questions-about-buddhism/,ARTICLE,LEARN_GUIDE,Attachment and Letting Go ↔ Page-specific / unclustered,0.375,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0440,https://echobuddha.com/articles/how-to-practice-non-attachment/,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,ARTICLE,DICTIONARY_ENTRY,Attachment and Letting Go ↔ Mindfulness,0.375,0,comparison,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0441,https://echobuddha.com/articles/impermanence-in-buddhism/,https://echobuddha.com/learn/buddhism-101/,ARTICLE,BUDDHISM_101,Impermanence ↔ Page-specific / unclustered,0.375,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0442,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,https://echobuddha.com/meditation/10-minute-meditation-practice/,ARTICLE,MEDITATION_GUIDE,Compassion ↔ Meditation,0.375,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0443,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,https://echobuddha.com/meditation/5-minute-meditation-practice/,ARTICLE,MEDITATION_GUIDE,Compassion ↔ Meditation,0.375,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0444,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/meditation/breathing-meditation/,ARTICLE,MEDITATION_GUIDE,Compassion ↔ Meditation,0.375,0,script,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0445,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/meditation/walking-meditation/,ARTICLE,MEDITATION_GUIDE,Compassion ↔ Meditation,0.375,0,script,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0446,https://echobuddha.com/articles/mindfulness-for-better-sleep/,https://echobuddha.com/meditation/meditation-for-beginners/,ARTICLE,MEDITATION_GUIDE,Mindfulness ↔ Meditation,0.375,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0447,https://echobuddha.com/articles/mindfulness-for-better-sleep/,https://echobuddha.com/meditation/mindfulness-in-daily-life/,ARTICLE,MEDITATION_GUIDE,Mindfulness,0.375,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0448,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/meditation/breathing-meditation/,ARTICLE,MEDITATION_GUIDE,Mindfulness ↔ Meditation,0.375,0,comparison,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0449,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/meditation/loving-kindness-meditation/,ARTICLE,MEDITATION_GUIDE,Mindfulness ↔ Compassion,0.375,0,comparison,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0450,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/meditation/walking-meditation/,ARTICLE,MEDITATION_GUIDE,Mindfulness ↔ Meditation,0.375,0,comparison,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0451,https://echobuddha.com/articles/three-ways-to-practice-patience/,https://echobuddha.com/meditation/10-minute-meditation-practice/,ARTICLE,MEDITATION_GUIDE,Patience ↔ Meditation,0.375,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0452,https://echobuddha.com/articles/three-ways-to-practice-patience/,https://echobuddha.com/meditation/5-minute-meditation-practice/,ARTICLE,MEDITATION_GUIDE,Patience ↔ Meditation,0.375,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0453,https://echobuddha.com/articles/walking-meditation-step-by-step/,https://echobuddha.com/meditation/10-minute-meditation-practice/,ARTICLE,MEDITATION_GUIDE,Meditation,0.375,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0454,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,https://echobuddha.com/meditation/10-minute-meditation-practice/,BUDDHISM_101,MEDITATION_GUIDE,Page-specific / unclustered ↔ Meditation,0.375,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0455,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,https://echobuddha.com/meditation/5-minute-meditation-practice/,BUDDHISM_101,MEDITATION_GUIDE,Page-specific / unclustered ↔ Meditation,0.375,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0456,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,https://echobuddha.com/meditation/mindfulness-in-daily-life/,BUDDHISM_101,MEDITATION_GUIDE,Page-specific / unclustered ↔ Mindfulness,0.375,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0457,https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,https://echobuddha.com/learn/questions-about-buddhism/,BUDDHISM_101,LEARN_GUIDE,Beginner Buddhism ↔ Page-specific / unclustered,0.375,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0458,https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,https://echobuddha.com/meditation/10-minute-meditation-practice/,BUDDHISM_101,MEDITATION_GUIDE,Beginner Buddhism ↔ Meditation,0.375,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0459,https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,https://echobuddha.com/meditation/5-minute-meditation-practice/,BUDDHISM_101,MEDITATION_GUIDE,Beginner Buddhism ↔ Meditation,0.375,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0460,https://echobuddha.com/learn/buddhism-101/,https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,BUDDHISM_101,BUDDHISM_101,Page-specific / unclustered ↔ Beginner Buddhism,0.375,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0461,https://echobuddha.com/learn/buddhism-101/,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,BUDDHISM_101,BUDDHISM_101,Page-specific / unclustered ↔ Karma,0.375,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0462,https://echobuddha.com/learn/buddhism-101/,https://echobuddha.com/learn/buddhist-dictionary/nirvana/,BUDDHISM_101,DICTIONARY_ENTRY,Page-specific / unclustered ↔ Buddhist Concepts,0.375,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0463,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,https://echobuddha.com/meditation/when-meditation-feels-hard/,BUDDHISM_101,MEDITATION_GUIDE,Impermanence ↔ Meditation,0.375,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0464,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,https://echobuddha.com/meditation/when-meditation-feels-hard/,BUDDHISM_101,MEDITATION_GUIDE,Mindfulness ↔ Meditation,0.375,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0465,https://echobuddha.com/learn/buddhist-dictionary/karuna/,https://echobuddha.com/learn/questions-about-buddhism/,DICTIONARY_ENTRY,LEARN_GUIDE,Compassion ↔ Page-specific / unclustered,0.375,0,glossary lookup,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0466,https://echobuddha.com/learn/buddhist-dictionary/metta/,https://echobuddha.com/learn/questions-about-buddhism/,DICTIONARY_ENTRY,LEARN_GUIDE,Compassion ↔ Page-specific / unclustered,0.375,0,glossary lookup,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0467,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,https://echobuddha.com/meditation/10-minute-meditation-practice/,DICTIONARY_ENTRY,MEDITATION_GUIDE,Mindfulness ↔ Meditation,0.375,0,glossary lookup,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0468,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,https://echobuddha.com/meditation/5-minute-meditation-practice/,DICTIONARY_ENTRY,MEDITATION_GUIDE,Mindfulness ↔ Meditation,0.375,0,glossary lookup,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0469,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,https://echobuddha.com/meditation/mindfulness-in-daily-life/,DICTIONARY_ENTRY,MEDITATION_GUIDE,Mindfulness,0.375,0,glossary lookup,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0470,https://echobuddha.com/learn/buddhist-dictionary/sati/,https://echobuddha.com/learn/buddhist-resources/,DICTIONARY_ENTRY,LEARN_GUIDE,Mindfulness ↔ Page-specific / unclustered,0.375,0,glossary lookup,script,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0471,https://echobuddha.com/learn/buddhist-dictionary/sutta/,https://echobuddha.com/learn/sutta-for-daily-life/,DICTIONARY_ENTRY,LEARN_GUIDE,Sutta Study,0.375,0,glossary lookup,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
