section label,content family,number of pages,percentage of family,fixed position?,substantive prose reused?,heading reused?,CTA reused?,value assessment,action
Cultivation of mind,LEARN_RESOURCE,1,50.0,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
What “Right” Means Here,LEARN_RESOURCE,1,50.0,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
A Worked Example: Before Sending a Harsh Reply,LEARN_RESOURCE,1,50.0,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
A Focused Practice,LEARN_RESOURCE,2,100.0,YES,SEE_REPETITION_CLUSTERS,YES,POTENTIAL,REVIEWED_FAMILY_STRUCTURE,RETAIN_IF_USER_NEED_JUSTIFIES
Source Notes,LEARN_RESOURCE,2,100.0,YES,SEE_REPETITION_CLUSTERS,YES,NO,LEGITIMATE_TRUST_OR_SAFETY,RETAIN_IF_USER_NEED_JUSTIFIES
Continue Learning,LEARN_RESOURCE,2,100.0,YES,SEE_REPETITION_CLUSTERS,YES,POTENTIAL,REVIEWED_FAMILY_STRUCTURE,RETAIN_IF_USER_NEED_JUSTIFIES
The Noble Eightfold Path: A Practical Guide for Daily Life,LEARN_RESOURCE,1,50.0,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
The Four Noble Truths Explained for Beginners,LEARN_RESOURCE,1,50.0,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
What the Four Truths Ask a Practitioner to Do,LEARN_RESOURCE,1,50.0,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Understand it,LEARN_RESOURCE,1,50.0,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Abandon its cause,LEARN_RESOURCE,1,50.0,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Realize it,LEARN_RESOURCE,1,50.0,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Develop it,LEARN_RESOURCE,1,50.0,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Dukkha Is Broader Than Obvious Pain,LEARN_RESOURCE,1,50.0,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
A Worked Example: Criticism at Work,LEARN_RESOURCE,1,50.0,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
The Four Noble Truths Explained Simply,LEARN_RESOURCE,1,50.0,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
10-Minute Meditation Practice,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,POTENTIAL,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Practice in Brief,MEDITATION_RESOURCE,9,100.0,YES,SEE_REPETITION_CLUSTERS,YES,POTENTIAL,REVIEWED_FAMILY_STRUCTURE,RETAIN_IF_USER_NEED_JUSTIFIES
Practice Safety,MEDITATION_RESOURCE,9,100.0,YES,SEE_REPETITION_CLUSTERS,YES,POTENTIAL,LEGITIMATE_TRUST_OR_SAFETY,RETAIN_IF_USER_NEED_JUSTIFIES
A Simple Ten-Minute Structure,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
When the Mind Wanders,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Safety Note,MEDITATION_RESOURCE,9,100.0,YES,SEE_REPETITION_CLUSTERS,YES,NO,LEGITIMATE_TRUST_OR_SAFETY,RETAIN_IF_USER_NEED_JUSTIFIES
Try One Session,MEDITATION_RESOURCE,9,100.0,YES,SEE_REPETITION_CLUSTERS,YES,NO,REVIEWED_FAMILY_STRUCTURE,RETAIN_IF_USER_NEED_JUSTIFIES
Practice Sources,MEDITATION_RESOURCE,9,100.0,YES,SEE_REPETITION_CLUSTERS,YES,POTENTIAL,LEGITIMATE_TRUST_OR_SAFETY,RETAIN_IF_USER_NEED_JUSTIFIES
5-Minute Meditation Practice,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,POTENTIAL,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Purpose of This Practice,MEDITATION_RESOURCE,6,66.7,NO,SEE_REPETITION_CLUSTERS,YES,POTENTIAL,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Step-by-Step Practice,MEDITATION_RESOURCE,2,22.2,NO,SEE_REPETITION_CLUSTERS,YES,POTENTIAL,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Common Mistakes,MEDITATION_RESOURCE,3,33.3,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
A Difficulty to Expect,MEDITATION_RESOURCE,6,66.7,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
After the Session,MEDITATION_RESOURCE,6,66.7,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Breathing Meditation,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Choose One Clear Breath Anchor,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
A Five-Minute Method,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Work With Common Difficulties,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Adapt or Stop When Needed,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Loving-Kindness Meditation,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Begin With an Honest Recipient,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Widen the Circle Gradually,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Goodwill Does Not Cancel Boundaries,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
When the Phrases Feel Empty,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Meditation for Beginners,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
How to Practice,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,POTENTIAL,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Gentle Encouragement,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Meditation Posture for Beginners,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
A Workable Posture,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Chair and Cushion Options,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Common Misunderstanding,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Mindfulness in Daily Life,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Daily Use,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Walking Meditation,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Set Up a Safe Practice Path,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,POTENTIAL,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Use the Feet as an Anchor,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
"Adjust Pace, Range, and Support",MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Bring It Into Daily Movement,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
What to Do When Meditation Feels Hard,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
First Distinguish Difficulty From Distress,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Match the Adjustment to the Problem,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Use a Grounding Exit,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
When to Stop or Seek Support,MEDITATION_RESOURCE,1,11.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Acceptance Mindfulness Quote: Naming the Moment Clearly,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Origin and Practical Context,QUOTE_STORY,153,100.0,YES,SEE_REPETITION_CLUSTERS,YES,NO,REVIEWED_FAMILY_STRUCTURE,RETAIN_IF_USER_NEED_JUSTIFIES
What Had Gone Unnoticed,QUOTE_STORY,5,3.3,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Seeing the Pattern Clearly,QUOTE_STORY,5,3.3,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Return to Direct Experience,QUOTE_STORY,5,3.3,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Reflection Question,QUOTE_STORY,153,100.0,YES,SEE_REPETITION_CLUSTERS,YES,POTENTIAL,REVIEWED_FAMILY_STRUCTURE,RETAIN_IF_USER_NEED_JUSTIFIES
Source Note,QUOTE_STORY,153,100.0,YES,SEE_REPETITION_CLUSTERS,YES,NO,LEGITIMATE_TRUST_OR_SAFETY,RETAIN_IF_USER_NEED_JUSTIFIES
Awareness,QUOTE_STORY,16,10.5,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Awareness Reflection: Anger asks for speed; awareness...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Use This Quote in One Real Moment,QUOTE_STORY,110,71.9,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Awareness Reflection: Awareness does not remove the...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Awareness Reflection: Clear seeing begins with the...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Awareness Reflection: Feelings are honest about their...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Emotional Balance Quote: Feel Deeply Without Being Ruled,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Awareness Reflection: Look beneath the reaction and...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
"Original Awareness Reflection: Name the feeling gently, and...",QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Awareness Reflection: Notice the habit before trying...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Buddhist Quote About Anger: One Breath Before Reply,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Awareness Reflection: Small acts of attention can...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Awareness Reflection: The body often knows you...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Buddhist Quote for Overthinking: Thoughts Are Visitors,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Calm Mind Quote: Let Thoughts Pass Without Chasing Them,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Awareness Reflection: What you can observe clearly...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
"Original Awareness Reflection: When the mind tightens, let...",QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Compassion Reflection: A gentle response can end...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Compassion,QUOTE_STORY,16,10.5,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
"Original Compassion Reflection: Before judging another life, remember...",QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Compassion Reflection: Compassion asks what hurts before...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Compassion Reflection: Compassion grows where judgment loosens...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Compassion Buddhist Quote: Seeing Pain Behind Behavior,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
When Care Met a Limit,QUOTE_STORY,4,2.6,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
What Compassion Required,QUOTE_STORY,4,2.6,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
A Boundaried Response,QUOTE_STORY,4,2.6,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Self Compassion Mindfulness Quote: Gentle Inner Speech,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Kindness Quote for Daily Life: A Quiet Practice,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,POTENTIAL,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Compassion Reflection: Kindness does not need an...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Compassion Reflection: Let kindness be the echo...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Compassion Reflection: Let your boundaries be clear...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Loving Kindness Quote: Goodwill Toward Self and Others,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Compassion Reflection: Offer others the patience you...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Compassion Reflection: Small kindnesses often reach places...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Compassion Reflection: The heart becomes spacious each...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Compassion Reflection: To understand someone is not...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Compassion Reflection: When you cannot remove another's...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Impermanence Reflection: Acceptance begins where the argument...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Impermanence,QUOTE_STORY,12,7.8,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
"Original Impermanence Reflection: Because this moment will pass,...",QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Impermanence Buddhist Quote: Change Is How Life Continues,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,POTENTIAL,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
What Was Already Changing,QUOTE_STORY,2,1.3,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Attention Without Holding,QUOTE_STORY,2,1.3,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Meet One Change Directly,QUOTE_STORY,2,1.3,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Impermanence Reflection: Change takes nothing personally; it...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
"Original Impermanence Reflection: Everything changes, including the part...",QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
"Original Impermanence Reflection: Hold each day carefully, knowing...",QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Buddhist Quote About Change: Meet Change Softly,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Impermanence Reflection: No season is asked to...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Impermanence Reflection: The fading flower does not...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Impermanence Reflection: The passing of joy teaches...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Impermanence Reflection: Today's certainty may become tomorrow's...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Impermanence Reflection: What changes is not always...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Letting Go Reflection: An open hand can care...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Letting Go,QUOTE_STORY,16,10.5,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Letting Go Buddhist Quote: Caring Without Clinging,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
What Could Not Be Controlled,QUOTE_STORY,5,3.3,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Care Without the Grip,QUOTE_STORY,5,3.3,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Release After Wise Action,QUOTE_STORY,5,3.3,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Buddhist Forgiveness Quote: Release Without Approving Harm,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Letting Go Reflection: Freedom often sounds like the...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
